ArticleId,Text,Category
1632,elton plays paris charity concert sir elton john has performed at a special concert in paris to raise money for the victims of the asian tsunami.  the british singer played to a 2 700-strong audience on sunday at the french capital s bastille opera house. the concert was also part of an attempt to bring a broader range of events to the famous venue. money raised will go to the fondation pour l enfance (foundation for childhood) which aims to rebuild a children s shelter in sri lanka. sir elton played hits from his vast back catalogue to a sell-out crowd which included former french president valery giscard d estaing and his wife anne-aymone. the veteran pop star played piano accompaniment throughout the concert which lasted for three hours without an interval.  he told the crowd:  throughout the years  i ve done a lot of drugs and alcohol. it s true that i was a nightmare  impossible. for the last 14 years i ve been normal. now my drug is called david  - a reference to david furnish  his partner. the crowd  who greeted each song with a standing ovation  also included french singer charles aznavour and british ambassador sir john holmes. sir elton has also teamed up with phil collins to record a version of eric clapton s 1991 hit tears in heaven to raise money for the relief fund. a release date has yet to be set for the recording  which was organised by sharon osbourne.,entertainment
1017,brookside actress keaveney dies actress anna keaveney  who appeared in brookside  my family and a touch of frost  has died of lung cancer aged 55.  keaveney  who played brookside s marie jackson when the channel 4 soap began in 1982  died on saturday. born in runcorn  cheshire  she also starred in numerous films including 1989 s shirley valentine. she played nellie in mike leigh s latest film vera drake  which won the golden lion prize for best film at this year s venice film festival.  and most recently she appeared alongside richard wilson in itv s king of fridges and with martin clunes in doc martin. other tv appearances included the part of matron in itv drama footballers  wives and a cameo role as tom farrell s mother sheila in bbc comedy gimme gimme gimme. keaveney s career also included stage performances in neaptide for the national theatre  private lives and the rise and fall of little voice. the actress died in hospital. her agent barry brown said:  anna was due to have had another operation on friday but unfortunately she was too weak.,entertainment
302,fox attacks blair s tory  lies  tony blair lied when he took the uk to war so has no qualms about lying in the election campaign  say the tories.  tory co-chairman liam fox was speaking after mr blair told labour members the tories offered a  hard right agenda . dr fox told bbc radio:  if you are willing to lie about the reasons for going to war  i guess you are going to lie about anything at all.  he would not discuss reports the party repaid £500 000 to lord ashcroft after he predicted an election defeat.  the prime minister ratcheted up labour s pre-election campaigning at the weekend with a helicopter tour of the country and his speech at the party s spring conference. he insisted he did not know the poll date  but it is widely expected to be 5 may.  in what was seen as a highly personal speech in gateshead on sunday  mr blair said:  i have the same passion and hunger as when i first walked through the door of 10 downing street.  he described his relationship with the public as starting euphoric  then struggling to live up to the expectations  and reaching the point of raised voices and  throwing crockery . he warned his supporters against complacency  saying:  it s a fight for the future of our country  it s a fight that for britain and the people of britain we have to win.   mr blair said that whether the public chose michael howard or mr kennedy  it would result in  a tory government not a labour government and a country that goes back and does not move forward . dr fox accused mr blair and other cabinet ministers of telling lies about their opponents  policies and then attacking the lies.  what we learned at the weekend is what labour tactics are going to be and it s going to be fear and smear   he told bbc news. the tory co-chairman attacked labour s six new pledges as  vacuous  and said mr blair was very worried voters would take revenge for his failure to deliver. dr fox refused to discuss weekend newspaper reports that the party had repaid £500 000 to former tory treasurer lord ashcroft after he said the party could not win the election.  we repay loans when they are due but do not comment to individual financial matters   he said  insisting he enjoyed a  warm and constructive  relationship to lord ashcroft.  meanwhile lib dem leader charles kennedy is expected to attack mr blair s words as he begins a nationwide tour on monday. mr kennedy is accelerating lib dem election preparations this week as he visits manchester  liverpool  leicester  somerset  basingstoke  shrewsbury  dorset and torbay. he said:  this is three-party politics. in the northern cities  the contest is between labour and the liberal democrats.  in southern and rural seats - especially in the south west - the principal contenders are the liberal democrats and the conservatives  who are out of the running in scotland and wales.  the lib dems accuse mr blair of making a  touchy-feely  speech to labour delegates which will not help him regain public trust.,politics
150,the future in your pocket if you are a geek or gadget fan  the next 12 months look like they are going to be a lot of fun.  the relentless pace of development in the hi-tech world and rampant competition in many of its sectors  particularly among mobile phone firms  all suggests that 2005 is going to be a very good year. to begin with  2005 will be the year that third-generation (3g) mobile phones become inescapable. the 3 network launched in 2003  vodafone launched its consumer service in november  orange followed in early december and t-mobile and o2 are due to launch in 2005. the main result of these launches will likely be a slew of good deals for consumers as operators try to poach new customers from rivals and convince existing users to trade up.  already the extra capacity in 3g networks lets 3 offer good deals on voice calls at rates that will probably have to be matched by the other operators. but the shift in technology and low cost of voice calls means that operators lose a significant chunk of their revenue.  show me an operator that believes their voice business can sustain them  and i ll write their obituary  said niel ransom  chief technology officer at alcatel.  instead operators are likely to push all other things that 3g phones can do such as video messaging and other multimedia capabilities. already camera phones look set to challenge digital cameras and are likely to win more fans as multi-megapixel devices go on sale. but 3g will not have everything its own way. it will face competition from emerging technologies such as wimax. this wireless technology can boost data transmission speeds up to 75 megabits per second and works over distances of up to 30 miles. kent is likely to be the site of the uk s first wimax network which is due to go live in 2005 and it could be the way that rural areas get high-speed net access. analyst firm telecom view predicts that wimax will steal a lot of market share from 3g and will be a clear winner. bob larribeau  principal analyst at telecom view  said the better return on investment offered by technologies such as wimax could dent the possible returns of 3g networks. and the growing ubiquity of wi-fi must not be forgotten either. the technology is popping up in more places than ever and its wider use is only held back by the price differences across countries and suppliers.  moves to unite mobile and fixed phones look set to get more emphasis in 2005 too.  for a start  bt looks set to roll out its bluephone project during the next 12 months. the service revolves around a hybrid device that uses the mobile networks when you are out and about but switches back to the fixed line when you are at home. fixed line phones will also start to get much more serious competition from a technology that has the formidable name of voice over ip (voip). voip routes calls via the net instead of the fixed line phone network. anyone with a broadband connection  which is now more than 50% of the uk s net using population  can use voip and could slash their monthly phone bills if they used it. telecommunications regulator ofcom has declared 056 to be the area code for voip calls and 2005 is likely to see a lot more consumer-focused voip call services starting up. home broadband services will also start to increase in speed as dwindling numbers of new users signing force the pace of competition. if 2004 has been the year of the portable music player  they 2005 looks like it will be the year of the portable media player. motorola has just announced a deal with apple to produce a phone that works with the itunes service and other hybrid gadgets that sport a big memory and lots of other functions will become commonplace. the pace of advancement in storage media will continue mean that the cost per megabyte of memory will plummet. some of those devices will sport huge hard drives letting you store more data than you ever wanted or knew you had. convergence could mean that single-function devices start to dwindle in number. instead every gadget will be able to do almost anything and communicate almost any way you want. the only downside is that consumers will face a series of tough choices as they are confronted by a bewildering array of gadgets each with an enormous numbers of features and vast data holding capacities. but that is the kind of problem most gadget fans can live with.,tech
2128,dunne keen to commit to man city richard dunne is ready to commit his long-term future to manchester city after turning his career around.  he was once threatened with the sack by city boss kevin keegan but has since responded with impressive performances  prompting interest from other clubs. early talks have taken place and the defender said:  hopefully something will be sorted out as soon as possible.  i definitely want to stay at city because i have really improved as a player here.  newcastle boss graeme souness is said to have been impressed enough by dunne s turnaround in form to be ready to make a bid for the big stopper in the january transfer window. but the 25-year-old dubliner underlined his intention to stay at eastlands. he added:  it s nice to be linked with top clubs but the important thing is this one and what we do.  i really enjoy it at city and i want to keep that going.  keegan is expected to be told there will be no funds to bring in fresh faces in january. dunne s professionalism was famously questioned by keegan  who ordered the defender home after he allegedly turned up for training in a dishevelled state.  but dunne is keen to put that period of his life behind him and said:  i ve grown up a lot and the manager sees me as one of the most experienced players in the squad.  i ve played more games than any other outfield players this season so i can t be regarded as being a kid any more.  i have to use that as added pressure to perform and apart from the games at newcastle and middlesbrough  defensively we ve done quite well.  keegan is set for another boost when goalkeeper nicky weaver makes his long-awaited return in a reserve game at blackburn on tuesday. former england under-21 keeper weaver has missed nearly three full seasons with a succession of knee injuries  which eventually needed pioneering transplant surgery earlier this year.,sport
203,ferguson fears milan cutting edge manchester united manager sir alex ferguson said his side s task against ac milan would not be made any easier by the absence of andriy shevchenko.  milan s talismanic european footballer of the year misses wednesday s champions league first-leg tie after fracturing his cheekbone.  it s a loss (to milan)  but it could be worse if they didn t have such quality to bring in   ferguson said.  how much they miss him i think they ll know tomorrow night.  ferguson said milan s front line would still represent a formidable challenge for his defenders.  they can play rui costa and play kaka forward. they can bring serginho in and they can play (jon dahl) tomasson   he said. ferguson s own goalscoring talisman ruud van nistelrooy is fit again  but the scot admitted he was unsure whether to start the dutchman  who has not played for three months.   ruud is the best striker in europe. what i have to judge is whether he will struggle with the early pace after being out for so long   he said.  his ability puts him in with a big shout but it is a major decision.  ferguson  though  is confident his young players  particularly wayne rooney and cristiano ronaldo  are up to the task.  we have an opportunity to win this cup this year  no question about that   he declared.  with the maturity we see every week in ronaldo and rooney  the return of van nistelrooy and the form of roy keane  paul scholes and ryan giggs  we must have a fantastic chance.  it is a view shared by rooney  who believes  if we can get past milan  we have a great chance .  as soon as i knew we were playing milan  i got excited. looking at the draw  it is anyone s trophy but we have every chance.  hopefully  we can get to that final in turkey and bring the cup back to manchester.  milan coach carlo ancelotti said his team were looking forward to returning to the venue where they lifted europe s most prestigious club title two seasons ago. milan beat juventus in a penalty shootout after a 0-0 tie at old trafford and ancelotti said:  we are all very happy to return (to old trafford) to play in the champions league and this will give us great motivation.  ancelotti said he was aware of the threat united posed to his hopes of champions league glory.  it s fundamental that we don t allow them to take control of the game. our intention is not to adapt to their play but to play our game   he said.  they have great quality in attack  they use the wings a lot and we will have to make sure we stop them.,sport
2159,tsunami  won t divert africa aid  uk aid to help the victims of the asian tsunami disaster will not take much needed relief from africa  prime minister tony blair has promised.  mr blair told the bbc s breakfast with frost show the money spent on the tsunami would not  invade  the money britain wanted to spend on africa. questioned about the disaster  he said his faith in god had not been shaken. he added he would give new figures on the number of tsunami-related british deaths to the commons on monday. foreign secretary jack straw said on friday that about 440 britons were either dead or missing in the disaster.  mr blair told sunday s programme:  since jack straw gave those figures a couple of days ago they haven t moved a great deal  which should give us some hope that we are beginning to reach the peak of the numbers. but we just can t be sure.  it is just an immensely difficult job to get absolutely accurate figures  all countries are struggling with this.   he said the £50 million originally allocated from the department for international development was now  well on the way  to being spent. but the exact allocation could not be clarified until the world bank had completed its assessment of the needs of the countries affected. within the next few weeks a clearer picture would emerge of the long-term costs of reconstruction  he added. but he pledged that africa - which sees a  preventable  tsunami-size death toll every month from conflict  disease and poverty - would not be neglected. as britain takes up its presidency of the g8 group of leading nations  mr blair said ministers had a big agenda for africa.  for the first time we have a plan that won t just deal with aid and debt but will also deal on issues of governance within african countries and conflict resolution   he said.  a lot of the problems in africa come from conflict  that again are preventable  but only with the right systems in place.,politics
2089,o driscoll saves irish blushes two moments of magic from brian o driscoll guided ireland to a workmanlike victory against italy.  a pair of classic outside breaks from the ireland captain set up tries for geordan murphy and peter stringer. italy led 9-8 early in the second half but stringer s try gave ireland a lead they never lost. the hosts cut the gap to 18-12 with 10 minutes left and nearly scored through ludovico nitoglia  but denis hickie s try ensured an irish victory. italy came flying out of the blocks and took the lead through a luciano orquera penalty after seven minutes.  it could have been better for the hosts but the fly-half missed two kickable penalties and ireland drew level with a ronan o gara penalty midway through the first half. the italians were driving at the heart of the irish defence and  for the first quarter  the irish pack struggled to secure any ball for their talented backs.  when they finally did  just before the half-hour mark  o driscoll promptly created a sparkling try for murphy. the ireland captain ran a dummy scissors and made a magical outside break before drawing the full-back and putting the diving murphy in at the corner. o gara missed the twice-taken conversion and the visitors found themselves trailing once again. roland de marigny took over the kicking duties for italy from the hapless orquera  and he landed a penalty either side of the break to edge italy into a 9-8 lead.  the only ireland player offering a real threat was o driscoll  and it was his break that set up the second try for the visitors. shane horgan threw an overhead pass as he was about to be forced into touch and stringer scooted over  with o gara landing the tricky conversion. a penalty apiece saw ireland leading 18-12 as the game entered the final quarter  but they were lucky to survive when italy launched a series of attacks. winger nitoglia dropped the ball as he reached for the line and italy nearly rumbled over from a driving maul.  an o gara penalty put ireland more than a converted try ahead and they made the game safe when hickie latched onto an inside pass from murphy and crossed for a converted try. o driscoll limped off late on  joining centre partner gordon d arcy on the sidelines  and the final word went to italy. prop martin castrogiovanni powered over for a try which was fitting reward for an italian pack which had kept the irish under pressure throughout.  de marigny; mi bergamasco  canale  masi  nitoglia; orquera  troncon; lo cicero  ongaro  castrogiovanni; dellape  bortolami; persico  ma bergamasco  parisse.  perugini  intoppa  del fava  dal maso  griffen  pozzebon  robertson.  murphy  horgan  o driscoll  d arcy  hickie  o gara  stringer  corrigan  byrne  hayes  o kelly  o connell  s easterby  leamy  foley.  sheahan  horan  o callaghan  miller  g easterby  humphreys  dempsey.  p o brien (new zealand),sport
1439,microsoft debuts security tools microsoft is releasing tools that clean up pcs harbouring viruses and spyware.  the virus-fighting program will be updated monthly and is a precursor to microsoft releasing dedicated anti-virus software. also being released is a software utility that will help users find and remove any spyware on their home computer. although initially free it is thought that soon microsoft will be charging users for the anti-spyware tool.  the anti-spyware tool is available now and the anti-virus utility is expected to be available later this month. microsoft s windows operating system has long been a favourite of people who write computer viruses because it is so ubiquitous and has many loopholes that can be exploited. it has proved such a tempting target that there are now thought to be more than 100 000 viruses and other malicious programs in existence. latest research suggests that new variants of viruses are being cranked out at a rate of up to 200 per week. spyware is surreptitious software that sneaks on to home computers  often without users  knowledge. in its most benign form it just bombards users with pop-up adverts or hijacks web browser settings. the most malicious forms steal confidential information or log every keystroke that users make. surveys have shown that most pcs are infested with spyware. research by technology firms earthlink and webroot revealed that 90% of windows machine have the malicious software on board and  on average  each one harbours 28 separate spyware programs. before now microsoft has left the market for pc security software to specialist firms such as symantec  mcafee  trend micro and many others. it said that its virus cleaning program would not stop machines being infected nor remove the need for other anti-virus programs. on spyware freely available programs such as ad-aware and spybot have become widely used by people keen to keep the latest variants at bay. microsoft s two security tools have emerged as a result of acquisitions the company has made over the last two years. in 2003 it bought romanian firm gecad software to get hold of its anti-virus technology. in december 2004 it bought new york-based anti-spyware firm giant company software. last year microsoft also released the sp2 upgrade for windows xp that closed many security loopholes in the software and made it easier for people to manage their anti-virus and firewall programs.,tech
158,gm  ford cut output as sales fall us car firms general motors (gm) and ford have been forced to cut production in the face of falling car sales.  us sales at gm sank 12.7% in february compared to a year ago while ford sales dropped 3% as foreign rivals took a bigger share of the market. meanwhile  asian carmakers fared well - toyota sales jumped 11% while rival nissan notched up a 10% increase. overall. sales across the industry also fell to 1.25 million vehicles from 1.27 million a year earlier.  gm and ford blamed high fuel prices for low sales of big trucks and gas-guzzling sports utility vehicles (suvs) - the vehicles that provide the biggest profits.  gm added that us truck sales fell 9% in february while car business tumbled 17%  however it did acknowledge that some new products - such as the pontiac g6 and chevrolet cobalt - had put in solid performances.  the calendar year is starting off slower than expected  both for gm and the industry   said mark laneve  gm s vice president for north american sales  service and marketing. the slump in sales prompted the group to cut production in north america by 3% - it has already reduced output by around 9% in the face of growing stockpiles. meanwhile  ford which posted its ninth consecutive drop in monthly us sales  said it was cutting first-quarter north american production by another 10 000 vehicles  or 1.2%. chrysler  the us unit of germany s daimlerchrysler  was the only detroit based automaker to boast an increase in market share during the month - with sales rising 8%.  but america s loss was its foreign rivals  gain as they continued to nibble away at the us market. while japan s top car maker toyota and nissan saw sales accelerate  even the smaller suzuki motor corp snapped up a more business with sales improving 17.6% on a year ago. in 2003  the firm launched an ambitious plan to triple us sales by 2007 as it seeks to become a bigger player in the asian assault on the us market. korea s hyundai was another big gainer  turning in a 19% surge in february sales. toyota put its rise in sales down to strong results for its redesigned avalon sedan and a 120% surge in sales of its gas-electric prius hybrid mid-size sedan as petrol-price conscious consumers looked to vehicles that were cheaper to run.  as gas prices continue their upward march  fuel efficiency catches the public eye   jim press  vice president and chief operating officer of toyota s us sales arm  said in a statement.,business
352,new consoles promise big problems making games for future consoles will require more graphic artists and more money  an industry conference has been told.  sony  microsoft and nintendo will debut their new consoles at the annual e3 games expo in los angeles in may. these so-called  next generation  machines will be faster than current consoles  and capable of displaying much higher-quality visuals. for gamers  this should make for better  more immersive games. in a pre-recorded video slot during microsoft s keynote address at the game developers conference  held last week in san francisco  famed director james cameron revealed he is making a game in tandem with his next film - believed to be battle angel alita. the game s visual quality would be  like a lucid dream   said mr cameron. but numerous speakers warned that creating such graphics will require more artists  and so next generation console games will be much more expensive to develop. the first new console  microsoft s xbox 2  is not expected to reach the shops until the end of 2005. games typically take at least 18 months to create  however  so developers are grappling with the hardware today.  according to robert walsh  head of brisbane-based game developer krome studios  next generation games will cost between $10-25m to make  with teams averaging 80 staff in size taking two years to complete a title. such sums mean it will be difficult for anyone to start a new game studio  said mr walsh.  if you re a start-up  i doubt that a publisher is going to walk in and give you a cheque for $10m  however good you are   he said. mr walsh suggested that new studios should make games for mobile phones and handheld consoles like the sony psp and the nintendo ds  since they are cheaper and easier to create than console games.  one developer bucking the trend towards big art teams is will wright  the creator of the best-selling the sims games. the founder of california s maxis studio surprised the conference with a world exclusive preview of his next game  spore. spore will allow players to experiment with the evolution of digital creatures. starting with an amoeba-sized organism  the player will guide the physical development of their creature by selecting how its limbs  jaws and other body parts evolve.  eventually the creature will become capable of establishing cities  trading and fighting  and even building space ships. advanced players will visit the home planets of creatures created by other spore players. these worlds will be automatically swapped across the internet. mr wright said that enabling players to devise and share their creatures would make them care more about the game.  i don t want to put the player in the role of luke skywalker or frodo baggins - i want them to be george lucas or dr seuss   explained mr wright. few games have hinted at the scope of spore  but mr wright explained that he has nevertheless kept his development team small by hiring expert programmers. instead of employing lots of artists to create 3d models of the digital creatures  spore generates and displays the creatures according to rules devised by the programmers.  the thing i am coming away with [from the conference] is that next generation content is going to be really expensive  and creating it will drive the smaller players out of the market   said mr wright.  i d like to offer an alternative to that.   new development tools will be another important aid in making next generation games  and dozens of companies demonstrated their latest products at the conference.  oxford-based natural motion launched endorphin v2.0  which enables artists to direct a 3d  virtual actor . the actor is realistically modelled according to the laws of physics. endorphin simulates how the actor falls down stairs  for instance  or crumples up after a gunshot. artists can blend together these visual sequences  and include the results in their games. the process is much quicker than having an artist animate each movement by hand  and so lessens the need for larger art teams. another british company aiming to reduce the workload of artists is manchester start-up genemation. its latest tool  gencrowd  enables artists to create unique  photo-realistic human faces for games involving lots of people. gencrowd works by blending together elements of an in-built supply of stock faces of differing ages and ethnicities. the software can create up to 2 000 new heads an hour.  one area not yet dominated by graphical blockbusters is mobile phone games. even the latest phones are not as powerful as the consoles of a decade ago  so smaller teams of half a dozen people can still create complete games for the devices.  the game developers conference included a special two-day summit dedicated to creating mobile games. a niche attraction for a few dozen conference attendees when it began five years ago  gdc s mobile summit this year drew several hundred delegates. mobile games are a fast-growing sector because newer phones have better graphics and sound  and are thus more suitable for playing games. furthermore  the adoption of mobile phones continues to spread across the world. it s predicted that by 2006 two billion people will own a mobile phone. the growing importance of mobile gaming was reflected by a keynote given by john batter  general manager at ea mobile. ea mobile is a division of electronic arts  the biggest games publisher. until recently electronic arts had been dismissive of games for phones.  the last time you checked  ea wasn t in this business   mr batter admitted. but he said ea now planned on dominating the market by releasing mobile versions of its most popular franchises. ea plans to release up to 20 mobile games over the next 12 months. the first will be a version of its need for speed racing game  created by ea mobile s 30-person development team. mr batter predicted that by 2006  mobile phones would be capable of running games of comparable quality to those on sony s upcoming psp handheld console.  owain bennallack is the editor of develop magazine.,tech
65,india power shares jump on debut shares in india s largest power producer  national thermal power corp (ntpc) have risen 13% on their stock market debut.  the government s partial sell-off of ntpc is part of a controversial programme to privatise state-run firms. the 865 million share offer  a mix of new shares and sales by the government  raised 54bn rupees($1.2bn). it was india s second $1bn stock debut in three months  coming after the flotation by software firm tata. the share offer was eleven times oversubscribed.  it is a good investment bet   said suhas naik  an investment analyst from ing mutual fund.  power needs in india are set to rise and ntpc will benefit from that.  analysts say the success of the ntpc flotation would encourage the government to reduce stakes in more power companies. ntpc has said it will use the money from the share sale to feed the growing needs of the country s energy-starved economy. the firm is the largest utility company in india  and the sixth largest power producer in the world.,business
513,digital guru floats sub-$100 pc nicholas negroponte  chairman and founder of mit s media labs  says he is developing a laptop pc that will go on sale for less than $100 (£53).  he told the bbc world service programme go digital he hoped it would become an education tool in developing countries. he said one laptop per child could be   very important to the development of not just that child but now the whole family  village and neighbourhood . he said the child could use the laptop like a text book. he described the device as a stripped down laptop  which would run a linux-based operating system   we have to get the display down to below $20  to do this we need to rear project the image rather than using an ordinary flat panel.   the second trick is to get rid of the fat   if you can skinny it down you can gain speed and the ability to use smaller processors and slower memory.  the device will probably be exported as a kit of parts to be assembled locally to keep costs down. mr negroponte said this was a not for profit venture  though he recognised that the manufacturers of the components would be making money. in 1995 mr negroponte published the bestselling being digital  now widely seen as predicting the digital age. the concept is based on experiments in the us state of maine  where children were given laptop computers to take home and do their work on.  while the idea was popular amongst the children  it initially received some resistance from the teachers and there were problems with laptops getting broken. however  mr negroponte has adapted the idea to his own work in cambodia where he set up two schools together with his wife and gave the children laptops.  we put in 25 laptops three years ago   only one has been broken  the kids cherish these things  it s also a tv a telephone and a games machine  not just a textbook.  mr negroponte wants the laptops to become more common than mobile phones but conceded this was ambitious.  nokia make 200 million cell phones a year  so for us to claim we re going to make 200 million laptops is a big number  but we re not talking about doing it in three or five years  we re talking about months.  he plans to be distributing them by the end of 2006 and is already in discussion with the chinese education ministry who are expected to make a large order.  in china they spend $17 per child per year on textbooks. that s for five or six years  so if we can distribute and sell laptops in quantities of one million or more to ministries of education that s cheaper and the marketing overheads go away.,tech
1796,us tv cuts nudity from bbc film a us tv network is editing bbc films  dirty war to avoid showing the front of a nude woman being scrubbed down after a fictional chemical attack.  it is not worth showing  non-essential  nude scenes when indecency complaints are  aggressively pursued  by us tv watchdogs  said pbs  jacoba atlas. dirty war - screened uncut on bbc one last september - depicts a dirty bomb attack on the city of london. it is also being screened uncut on us cable channel hbo on 24 january. pbs said it will use extra footage for its broadcast  showing the woman  from a more discreet angle  instead.  the us federal communications commission fined cbs $550 000 (£306 814) last autumn for singer janet jackson s  wardrobe malfunction   during which her breast was exposed during a dance routine with justin timberlake. many us networks and broadcasters are now more nervous about airing nudity  violence or bad language. ms atlas said pbs could put itself financially at risk if it showed the uncut version of dirty war  and it could also deter many of its 170 individual stations from airing  an important film .  you want to pick your battles   she said. she added that pbs  which is a private  non-profit media enterprise owned and operated by the nation s 349 public television stations  is bolder about screening non-fiction or historical programming. pbs is seen in virtually all us homes with tv  and describes itself as a  trusted community resource  serving nearly 100 million people each week.,entertainment
533,england s defensive crisis grows england s defensive worries have deepened following the withdrawal of tottenham s ledley king from the squad to face holland.  chelsea s john terry and wayne bridge are also out  leaving coach sven-goran eriksson with a real problem for wednesday s match at villa park. injured rio ferdinand and sol campbell were both left out of the squad  and matthew upson has already pulled out. wes brown and jamie carragher are likely to be the makeshift partnership. terry  the captain of chelsea as they push for the premiership title  would have been a certain starter in the absence of campbell and ferdinand. but now he has pulled out with a bruised knee and is likely to be replaced by carragher  alongside brown.  manchester united s brown last played for england in the defeat by australia at upton park in february 2003. the 25-year-old was only called into the squad on sunday night as cover following the enforced withdrawal of upson  who has a hamstring injury. and brown now looks certain to add to his tally of seven senior appearances for england. king was forced to pull out after his groin injury was assessed by england s medical staff. eriksson has still not decided whether to call up any further back-up  having already summoned phil neville after bridge pulled out with a foot injury.,sport
727,merritt close to indoor 400m mark teenager lashawn merritt ran the third fastest indoor 400m of all time at the fayetteville invitational meeting.  the world junior champion clocked 44.93 seconds to finish well clear of fellow american bershawn jackson in arkansas. only michael johnson has gone quicker  setting the world record of 44.63secs in 1995 and running 44.66secs in 1996. kenyan bernard lagat missed out on the world record by 1.45secs as he ran the third quickest indoor mile ever to beat canada s nate brannen by almost 10secs. the olympic silver medallist s time of three minutes 49.89secs was inferior only to the 1997 world record of moroccan hicham el guerrouj and former world record holder eamonn coghlan of ireland s 3:49.78. lagat was on course to break el guerrouj s record through 1200m but could not maintain the pace over the final 400m. ireland s  continued his excellent form by winning a tight 3 000m in 7:40.53. cragg  who recently defeated olympic 10 000m champion kenenisa bekele in boston  held off bekele s ethiopian colleague markos geneti by only 0.19secs to secure his victory. mark carroll  who will join cragg in the european indoor championships next month  finished a solid third in 7:46.78. olympic 200m gold medallist  of jamaica ran the fastest women s 60m in the world this year as she equalled her personal best of 7.09secs. world indoor 60m hurdles champion  also won  improving his season-leading time to 7.51secs.,sport
78,hodgson relishes european clashes former blackburn boss roy hodgson says the premiership should follow the rest of europe and have a winter break - but insists that a gruelling domestic schedule will not damage the english elite s bid for champions league glory.  hodgson - now in charge at viking stavanger - was at liverpool s clash with bayer leverkusen at anfield on tuesday as a member of uefa s technical committee. hodgson is a fierce advocate of the winter break employed throughout europe  although not in england - where the champions league contenders have ploughed through a heavy fixture list. but hodgson told bbc sport that while he believes the premiership should embrace the idea  he does not expect it to cost the english representatives in the last 16 of the champions league.  i just feel it is very difficult to say with certainty that teams who have had the break will have a definite edge.  i am a fervent supporter of the break. it gives players the chance to recharge their batteries midway through the season  which some suggest will give teams an advantage in the champions league.  the other school of thought suggests having a break then coming back to it puts you at a disadvantage.  the bigger discussions around the winter break should be to do with the nature of football today  the needs of football players and the way the premiership has developed  rather than one or two matches in the champions league in february.  hodgson believes a winter break carries many advantages  explaining:  as i said  it is the perfect chance to recharge batteries.   and certainly if i was still a manager in england i would be supporting any calls for its introduction.  in pre-season you get a lot of enthusiasm and energy but by the time you get towards christmas many players  having also played plenty of international matches for club and country and travelled a lot  find themselves getting very jaded.  the break gives them a chance to recover that energy and enthusiasm and  perhaps more importantly  recover their mental strength during the break and get ready for the games ahead.  the mental side is by far the most important thing.  hodgson added:  the length of breaks can vary. in italy the break was very short. you just took christmas and new year.  it was so short you didn t do anything. you gave the players a week or 10 days off  then you were training for a week or 10 days and then went into a game.  if it is longer  it is important those responsible for physical fitness give the players a programme to follow to ensure the physical strength they have accumulated stays with them.  and hodgson believes a winter break would be a positive step in the premiership. he said:  if we talk about football at elite level  which the premiership is  then i would support a winter break.  if you examine the demands of the premier league and  in particular on players who play international football for their club and country  then a break would do them the world of good - physically and mentally.,sport
1517,falconer rebuts  charade  claims concessions on a bill which critics claim would allow euthanasia  through the back door  were not a political ploy  the lord chancellor has said.  ministers have been accused of panic in offering last minute changes to the mental capacity bill amid chaotic scenes in the commons on tuesday. lord falconer said it was fair to criticise the late timing of the offer. he said the changes provided a solution to a very difficult issue but some mps argue the situation is still unclear.  the bill allows people to give somebody the power of attorney to make decisions on their behalf if they become too ill to decide for themselves. ministers insist the plans would not change laws on euthanasia and would improve safeguards. critics fear it could allow  killing by omission  through withdrawing treatment  including food and fluids.  tony blair said he would do everything he could to meet concerns about the bill. but changes to the bill must not overturn the law set when a court ruled that doctors could withdraw artificial feeding and hydration from hillsborough coma victim tony bland.  it is important we don t end up in the situation where doctors and consultants are confused about the law and may lay themselves open to prosecution in circumstances where no sensible person would want that to happen   he said.  on tuesday  the government saw off a backbench attempt to force changes to the bill by 297 votes to 203  despite rebellion by 34 labour mps. the revolt was also reduced by news that lord falconer had promised the catholic archbishop of cardiff to strengthen safeguards in the bill. but that only came after mps bombarded constitutional affairs minister david lammy with a barrage of requests for him to read the letter as they complained they had been left in the dark. eventually  he was hurriedly handed the letter to read out five minutes before the crunch votes  prompting claims of a shambles. the deputy speaker later said the debate had not been handled as it should have been.  lord falconer says there will be amendments when the bill goes to the house of lords. he told bbc news:  we have given a commitment to put into the bill a clause that says that nothing in the bill authorises any act where the motive of the person authorising the decision is to end life.  the motive has got to be to end suffering.  he denied the concessions were a  political manoeuvre  forced by panic about the rebellion. it was inevitable that minds became more focused as the bill went through parliament but the result was a  sensible solution   he said.  i don t think it is something to be embarrassed about. these issues are not easy to deal with   he went on. bbc political editor andrew marr said mr lammy was  waste deep in quicksand and sinking fast  after his performance. but lord falconer praised his minister for an  excellent job . former conservative leader iain duncan smith  one of the chief critics of the plans  condemned the debate as a  charade  and complained the promises of changes to the bill were vague.,politics
